Electricity_Source,ES_Multiplier,Application_Name,Learning_Method,LM_Multiplier,Model_Used,Model_Multiplier,Dataset_Size,Dataset_Size_Category,Dataset_Size_Numeric,Dataset_Size_Multiplier,Data_Type,Data_Type_Multiplier,Dataset_Type,Dataset_Type_Multiplier,GPU_Used,GPU_Multiplier,Training_Time,Power_Consumption,Carbon_Emission,Carbon_Footprint
Natural Gas,2.0,Video Processing,Self-Supervised,1.8,Transformer,2.2,40,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,A100,0.8,8.91,7.128,14.256,1
Hydro,0.7,Chatbot,Supervised,1.2,Naive Bayes,1.1,20,Large,100.0,1.2,Audio,1.8,Structured,1.0,Tesla_T4,1.1,3.456,3.8016,2.66112,0
Wind,0.3,Autonomous Driving,Reinforcement,2.0,Random Forest,1.5,10,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,8.1,9.72,2.9159999999999995,0
Solar,0.5,Speech Recognition,Unsupervised,1.5,RNN,1.6,70,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,Tesla_T4,1.1,4.18909090909091,4.608000000000001,2.3040000000000007,0
Solar,0.5,Video Processing,Reinforcement,2.0,CNN,1.8,80,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v4,0.6,10.8,6.48,3.24,0
Wind,0.3,Image Classification,Supervised,1.2,Random Forest,1.5,90,Large,100.0,1.2,Audio,1.8,Structured,1.0,TPU_v4,0.6,8.64,5.184,1.5552,0
Nuclear,1.0,Autonomous Driving,Unsupervised,1.5,Naive Bayes,1.1,50,Small,1.0,0.8,Image,1.5,Unstructured,1.5,TPU_v4,0.6,12.375000000000002,7.425000000000001,7.425000000000001,0
Solar,0.5,Speech Recognition,Self-Supervised,1.8,RNN,1.6,90,Medium,10.0,1.0,Image,1.5,Structured,1.0,Tesla_T4,1.1,4.712727272727273,5.184,2.592,0
Solar,0.5,Speech Recognition,Self-Supervised,1.8,RNN,1.6,30,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,A100,0.8,6.480000000000001,5.184000000000001,2.5920000000000005,0
Nuclear,1.0,Fraud Detection,Reinforcement,2.0,RNN,1.6,80,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,8.000000000000002,9.6,9.6,1
Coal,2.5,Chatbot,Self-Supervised,1.8,RNN,1.6,100,Medium,10.0,1.0,Video,2.0,Structured,1.0,TPU_v3,0.7,9.874285714285715,6.912000000000001,17.28,1
Solar,0.5,Speech Recognition,Self-Supervised,1.8,Decision Tree,1.2,70,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,4.6656,4.6656,2.3328,0
Wind,0.3,Autonomous Driving,Reinforcement,2.0,SVM,1.3,10,Large,100.0,1.2,Audio,1.8,Structured,1.0,V100,1.0,7.488,7.488,2.2464,0
Nuclear,1.0,Speech Recognition,Unsupervised,1.5,SVM,1.3,20,Medium,10.0,1.0,Video,2.0,Structured,1.0,V100,1.0,3.120000000000001,3.120000000000001,3.120000000000001,0
Nuclear,1.0,Speech Recognition,Reinforcement,2.0,SVM,1.3,30,Medium,10.0,1.0,Image,1.5,Structured,1.0,TPU_v4,0.6,5.2,3.12,3.12,0
Hydro,0.7,Image Classification,Unsupervised,1.5,RNN,1.6,30,Medium,10.0,1.0,Image,1.5,Structured,1.0,Tesla_T4,1.1,2.6181818181818186,2.880000000000001,2.0160000000000005,0
Natural Gas,2.0,Chatbot,Reinforcement,2.0,Naive Bayes,1.1,10,Small,1.0,0.8,Image,1.5,Unstructured,1.5,TPU_v3,0.7,14.142857142857144,9.9,19.8,1
Hydro,0.7,Chatbot,Unsupervised,1.5,SVM,1.3,20,Medium,10.0,1.0,Video,2.0,Structured,1.0,V100,1.0,3.120000000000001,3.120000000000001,2.184,0
Hydro,0.7,Image Classification,Unsupervised,1.5,RNN,1.6,90,Medium,10.0,1.0,Image,1.5,Structured,1.0,Tesla_T4,1.1,2.6181818181818186,2.880000000000001,2.0160000000000005,0
Nuclear,1.0,Chatbot,Reinforcement,2.0,Decision Tree,1.2,10,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,TPU_v3,0.7,7.405714285714287,5.184,5.184,0
Natural Gas,2.0,Speech Recognition,Reinforcement,2.0,Transformer,2.2,30,Large,100.0,1.2,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,14.400000000000002,15.840000000000003,31.680000000000007,1
Natural Gas,2.0,Fraud Detection,Supervised,1.2,Transformer,2.2,30,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,4.525714285714286,3.168,6.335999999999999,0
Solar,0.5,Image Classification,Unsupervised,1.5,Random Forest,1.5,40,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,V100,1.0,6.074999999999999,6.074999999999999,3.0375,0
Solar,0.5,Autonomous Driving,Reinforcement,2.0,SVM,1.3,90,Large,100.0,1.2,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,8.509090909090908,9.36,4.68,0
Nuclear,1.0,Image Classification,Unsupervised,1.5,Random Forest,1.5,100,Medium,10.0,1.0,Video,2.0,Structured,1.0,Tesla_T4,1.1,3.2727272727272725,3.6,3.6,0
Nuclear,1.0,Chatbot,Supervised,1.2,SVM,1.3,80,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,V100,1.0,6.739200000000001,6.739200000000001,6.739200000000001,0
Coal,2.5,Fraud Detection,Reinforcement,2.0,SVM,1.3,10,Medium,10.0,1.0,Video,2.0,Structured,1.0,RTX_3090,1.2,5.2,6.24,15.6,1
Wind,0.3,Autonomous Driving,Supervised,1.2,Transformer,2.2,10,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,4.32,4.752000000000001,1.4256000000000002,0
Nuclear,1.0,Autonomous Driving,Self-Supervised,1.8,RNN,1.6,50,Small,1.0,0.8,Video,2.0,Unstructured,1.5,V100,1.0,17.28,17.28,17.28,1
Wind,0.3,Image Classification,Supervised,1.2,SVM,1.3,100,Small,1.0,0.8,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,7.658181818181819,8.424000000000001,2.5272,0
Nuclear,1.0,Video Processing,Supervised,1.2,Random Forest,1.5,80,Large,100.0,1.2,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,3.9272727272727272,4.32,4.32,0
Natural Gas,2.0,Fraud Detection,Supervised,1.2,SVM,1.3,30,Large,100.0,1.2,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,3.120000000000001,3.7440000000000007,7.488000000000001,0
Solar,0.5,Video Processing,Unsupervised,1.5,Naive Bayes,1.1,60,Small,1.0,0.8,Categorical,1.0,Structured,1.0,Tesla_T4,1.1,3.0,3.3000000000000003,1.65,0
Solar,0.5,Autonomous Driving,Reinforcement,2.0,RNN,1.6,60,Small,1.0,0.8,Audio,1.8,Structured,1.0,Tesla_T4,1.1,10.472727272727273,11.52,5.760000000000001,0
Coal,2.5,Image Classification,Supervised,1.2,SVM,1.3,100,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,Tesla_T4,1.1,2.042181818181818,2.2464,5.616,0
Solar,0.5,Autonomous Driving,Self-Supervised,1.8,Decision Tree,1.2,80,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v4,0.6,2.8800000000000003,1.7280000000000002,0.8640000000000001,0
Natural Gas,2.0,Autonomous Driving,Supervised,1.2,Random Forest,1.5,50,Medium,10.0,1.0,Audio,1.8,Structured,1.0,Tesla_T4,1.1,3.5345454545454538,3.888,7.775999999999999,0
Wind,0.3,Fraud Detection,Self-Supervised,1.8,Decision Tree,1.2,20,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,4.859999999999999,3.888,1.1664,0
Wind,0.3,Chatbot,Self-Supervised,1.8,Transformer,2.2,20,Small,1.0,0.8,Image,1.5,Structured,1.0,TPU_v4,0.6,19.8,11.88,3.564,0
Nuclear,1.0,Video Processing,Supervised,1.2,Random Forest,1.5,70,Large,100.0,1.2,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,3.9272727272727272,4.32,4.32,0
Natural Gas,2.0,Chatbot,Unsupervised,1.5,Random Forest,1.5,40,Small,1.0,0.8,Video,2.0,Structured,1.0,TPU_v3,0.7,12.857142857142858,9.0,18.0,1
Hydro,0.7,Video Processing,Self-Supervised,1.8,RNN,1.6,30,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,TPU_v3,0.7,14.811428571428577,10.368000000000002,7.257600000000001,0
Hydro,0.7,Chatbot,Supervised,1.2,Transformer,2.2,50,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,3.96,3.168,2.2176,0
Hydro,0.7,Speech Recognition,Reinforcement,2.0,Random Forest,1.5,20,Large,100.0,1.2,Image,1.5,Unstructured,1.5,TPU_v4,0.6,18.000000000000004,10.800000000000002,7.560000000000001,0
Hydro,0.7,Chatbot,Supervised,1.2,Transformer,2.2,10,Large,100.0,1.2,Numeric,0.8,Structured,1.0,RTX_3090,1.2,2.8160000000000003,3.3792000000000004,2.36544,0
Coal,2.5,Image Classification,Supervised,1.2,Naive Bayes,1.1,90,Large,100.0,1.2,Video,2.0,Unstructured,1.5,TPU_v4,0.6,10.56,6.336,15.84,1
Solar,0.5,Video Processing,Supervised,1.2,Decision Tree,1.2,90,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,6.171428571428573,4.32,2.16,0
Solar,0.5,Speech Recognition,Self-Supervised,1.8,SVM,1.3,10,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v3,0.7,3.209142857142858,2.2464000000000004,1.1232000000000002,0
Nuclear,1.0,Video Processing,Supervised,1.2,SVM,1.3,30,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,A100,0.8,2.3400000000000003,1.8720000000000003,1.8720000000000003,0
Hydro,0.7,Speech Recognition,Reinforcement,2.0,Decision Tree,1.2,30,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,A100,0.8,3.6,2.88,2.016,0
Wind,0.3,Autonomous Driving,Self-Supervised,1.8,Random Forest,1.5,80,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,6.750000000000002,8.100000000000001,2.43,0
Wind,0.3,Speech Recognition,Self-Supervised,1.8,Decision Tree,1.2,70,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,V100,1.0,5.184000000000001,5.184000000000001,1.5552000000000004,0
Natural Gas,2.0,Fraud Detection,Unsupervised,1.5,Random Forest,1.5,20,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,V100,1.0,3.24,3.24,6.479999999999999,0
Nuclear,1.0,Chatbot,Reinforcement,2.0,CNN,1.8,70,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,V100,1.0,10.8,10.8,10.8,1
Solar,0.5,Speech Recognition,Unsupervised,1.5,RNN,1.6,40,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,Tesla_T4,1.1,4.18909090909091,4.608000000000001,2.3040000000000007,0
Coal,2.5,Autonomous Driving,Unsupervised,1.5,CNN,1.8,100,Medium,10.0,1.0,Image,1.5,Structured,1.0,Tesla_T4,1.1,2.9454545454545453,3.24,8.100000000000001,0
Wind,0.3,Speech Recognition,Self-Supervised,1.8,Decision Tree,1.2,60,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,RTX_3090,1.2,3.456000000000001,4.147200000000001,1.2441600000000002,0
Solar,0.5,Speech Recognition,Self-Supervised,1.8,RNN,1.6,10,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,A100,0.8,5.184,4.147200000000001,2.0736000000000003,0
Nuclear,1.0,Image Classification,Reinforcement,2.0,SVM,1.3,30,Large,100.0,1.2,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,5.2,6.24,6.24,0
Solar,0.5,Chatbot,Unsupervised,1.5,RNN,1.6,60,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,TPU_v4,0.6,12.000000000000002,7.200000000000001,3.6000000000000005,0
Wind,0.3,Autonomous Driving,Self-Supervised,1.8,Random Forest,1.5,100,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,6.750000000000002,8.100000000000001,2.43,0
Nuclear,1.0,Autonomous Driving,Unsupervised,1.5,Naive Bayes,1.1,80,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v3,0.7,1.5085714285714291,1.0560000000000005,1.0560000000000005,0
Coal,2.5,Fraud Detection,Reinforcement,2.0,SVM,1.3,60,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,5.6160000000000005,5.6160000000000005,14.04,1
Nuclear,1.0,Video Processing,Self-Supervised,1.8,RNN,1.6,10,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,A100,0.8,6.912000000000001,5.529600000000001,5.529600000000001,0
Nuclear,1.0,Fraud Detection,Self-Supervised,1.8,CNN,1.8,10,Large,100.0,1.2,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,7.06909090909091,7.776000000000002,7.776000000000002,0
Hydro,0.7,Video Processing,Supervised,1.2,CNN,1.8,80,Small,1.0,0.8,Numeric,0.8,Unstructured,1.5,V100,1.0,5.184000000000001,5.184000000000001,3.628800000000001,0
Wind,0.3,Chatbot,Self-Supervised,1.8,Transformer,2.2,80,Medium,10.0,1.0,Video,2.0,Structured,1.0,A100,0.8,7.920000000000001,6.336000000000001,1.9008000000000005,0
Nuclear,1.0,Image Classification,Self-Supervised,1.8,SVM,1.3,90,Small,1.0,0.8,Video,2.0,Structured,1.0,RTX_3090,1.2,7.800000000000002,9.36,9.36,1
Wind,0.3,Chatbot,Self-Supervised,1.8,Random Forest,1.5,70,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,Tesla_T4,1.1,3.534545454545455,3.888000000000001,1.1664,0
Coal,2.5,Chatbot,Self-Supervised,1.8,RNN,1.6,70,Medium,10.0,1.0,Video,2.0,Structured,1.0,TPU_v3,0.7,9.874285714285715,6.912000000000001,17.28,1
Hydro,0.7,Video Processing,Reinforcement,2.0,Naive Bayes,1.1,60,Large,100.0,1.2,Image,1.5,Structured,1.0,TPU_v3,0.7,7.542857142857145,5.280000000000001,3.6960000000000006,0
Natural Gas,2.0,Speech Recognition,Unsupervised,1.5,Decision Tree,1.2,50,Medium,10.0,1.0,Audio,1.8,Structured,1.0,RTX_3090,1.2,3.24,3.888,7.775999999999999,0
Wind,0.3,Video Processing,Unsupervised,1.5,Naive Bayes,1.1,70,Large,100.0,1.2,Categorical,1.0,Structured,1.0,TPU_v3,0.7,3.7714285714285727,2.640000000000001,0.7920000000000001,0
Coal,2.5,Video Processing,Self-Supervised,1.8,Transformer,2.2,90,Small,1.0,0.8,Image,1.5,Unstructured,1.5,RTX_3090,1.2,14.85,17.82,44.55,1
Nuclear,1.0,Speech Recognition,Supervised,1.2,Naive Bayes,1.1,100,Medium,10.0,1.0,Video,2.0,Structured,1.0,A100,0.8,2.64,2.112,2.112,0
Coal,2.5,Fraud Detection,Supervised,1.2,CNN,1.8,60,Large,100.0,1.2,Image,1.5,Unstructured,1.5,TPU_v4,0.6,12.960000000000004,7.776000000000002,19.440000000000005,1
Wind,0.3,Autonomous Driving,Reinforcement,2.0,SVM,1.3,20,Small,1.0,0.8,Video,2.0,Structured,1.0,RTX_3090,1.2,8.666666666666668,10.4,3.12,0
Natural Gas,2.0,Autonomous Driving,Reinforcement,2.0,SVM,1.3,50,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v4,0.6,7.8,4.68,9.36,1
Coal,2.5,Fraud Detection,Supervised,1.2,Naive Bayes,1.1,100,Large,100.0,1.2,Numeric,0.8,Structured,1.0,TPU_v3,0.7,2.413714285714286,1.6896000000000002,4.224,0
Solar,0.5,Video Processing,Supervised,1.2,CNN,1.8,50,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,TPU_v4,0.6,12.96,7.776,3.888,0
Wind,0.3,Autonomous Driving,Self-Supervised,1.8,Transformer,2.2,60,Large,100.0,1.2,Categorical,1.0,Unstructured,1.5,V100,1.0,9.504,9.504,2.8512000000000004,0
Wind,0.3,Chatbot,Unsupervised,1.5,Transformer,2.2,70,Small,1.0,0.8,Categorical,1.0,Structured,1.0,RTX_3090,1.2,5.500000000000001,6.6000000000000005,1.98,0
Natural Gas,2.0,Image Classification,Reinforcement,2.0,Transformer,2.2,30,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,7.200000000000001,7.920000000000002,15.840000000000003,1
Hydro,0.7,Chatbot,Supervised,1.2,Transformer,2.2,90,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,3.96,3.168,2.2176,0
Solar,0.5,Video Processing,Supervised,1.2,CNN,1.8,90,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,TPU_v4,0.6,12.96,7.776,3.888,0
Solar,0.5,Image Classification,Unsupervised,1.5,Transformer,2.2,60,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,V100,1.0,3.960000000000001,3.960000000000001,1.9800000000000004,0
Natural Gas,2.0,Video Processing,Supervised,1.2,CNN,1.8,100,Medium,10.0,1.0,Audio,1.8,Structured,1.0,TPU_v4,0.6,7.776000000000001,4.6656,9.3312,1
Solar,0.5,Image Classification,Supervised,1.2,Naive Bayes,1.1,30,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,V100,1.0,4.276800000000001,4.276800000000001,2.1384000000000003,0
Natural Gas,2.0,Speech Recognition,Self-Supervised,1.8,Transformer,2.2,30,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,V100,1.0,12.8304,12.8304,25.6608,1
Natural Gas,2.0,Image Classification,Supervised,1.2,SVM,1.3,60,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,2.552727272727273,2.8080000000000007,5.616000000000001,0
Wind,0.3,Video Processing,Self-Supervised,1.8,Naive Bayes,1.1,70,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,V100,1.0,2.3760000000000003,2.3760000000000003,0.7128000000000001,0
Natural Gas,2.0,Video Processing,Self-Supervised,1.8,Transformer,2.2,80,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,A100,0.8,8.91,7.128,14.256,1
Natural Gas,2.0,Fraud Detection,Reinforcement,2.0,Transformer,2.2,10,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,A100,0.8,3.520000000000001,2.8160000000000007,5.6320000000000014,0
Wind,0.3,Autonomous Driving,Reinforcement,2.0,SVM,1.3,80,Large,100.0,1.2,Numeric,0.8,Structured,1.0,RTX_3090,1.2,2.773333333333334,3.3280000000000007,0.9984000000000002,0
Hydro,0.7,Autonomous Driving,Reinforcement,2.0,Random Forest,1.5,100,Small,1.0,0.8,Image,1.5,Structured,1.0,TPU_v3,0.7,12.857142857142858,9.0,6.3,0
Nuclear,1.0,Speech Recognition,Unsupervised,1.5,SVM,1.3,80,Medium,10.0,1.0,Video,2.0,Structured,1.0,V100,1.0,3.120000000000001,3.120000000000001,3.120000000000001,0
Wind,0.3,Autonomous Driving,Reinforcement,2.0,SVM,1.3,70,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,3.744,3.744,1.1232,0
Wind,0.3,Speech Recognition,Self-Supervised,1.8,Decision Tree,1.2,60,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,V100,1.0,5.184000000000001,5.184000000000001,1.5552000000000004,0
Solar,0.5,Speech Recognition,Supervised,1.2,Naive Bayes,1.1,50,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,5.183999999999999,5.7024,2.8512,0
Wind,0.3,Autonomous Driving,Reinforcement,2.0,SVM,1.3,10,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,3.744,3.744,1.1232,0
Coal,2.5,Chatbot,Unsupervised,1.5,Naive Bayes,1.1,10,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,V100,1.0,1.5840000000000003,1.5840000000000003,3.960000000000001,0
Wind,0.3,Speech Recognition,Unsupervised,1.5,SVM,1.3,10,Small,1.0,0.8,Video,2.0,Unstructured,1.5,TPU_v4,0.6,19.500000000000004,11.7,3.51,0
Wind,0.3,Autonomous Driving,Reinforcement,2.0,SVM,1.3,40,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,3.744,3.744,1.1232,0
Wind,0.3,Fraud Detection,Self-Supervised,1.8,Naive Bayes,1.1,30,Small,1.0,0.8,Audio,1.8,Unstructured,1.5,TPU_v3,0.7,15.274285714285718,10.692000000000002,3.2076000000000007,0
Hydro,0.7,Autonomous Driving,Reinforcement,2.0,Random Forest,1.5,80,Small,1.0,0.8,Image,1.5,Structured,1.0,TPU_v3,0.7,12.857142857142858,9.0,6.3,0
Natural Gas,2.0,Video Processing,Reinforcement,2.0,RNN,1.6,100,Medium,10.0,1.0,Video,2.0,Structured,1.0,A100,0.8,9.6,7.68,15.36,1
Nuclear,1.0,Video Processing,Supervised,1.2,SVM,1.3,50,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,A100,0.8,2.3400000000000003,1.8720000000000003,1.8720000000000003,0
Natural Gas,2.0,Speech Recognition,Supervised,1.2,RNN,1.6,80,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,V100,1.0,2.3040000000000003,2.3040000000000003,4.6080000000000005,0
Wind,0.3,Chatbot,Reinforcement,2.0,CNN,1.8,80,Large,100.0,1.2,Video,2.0,Structured,1.0,RTX_3090,1.2,9.6,11.52,3.4560000000000004,0
Coal,2.5,Image Classification,Reinforcement,2.0,Transformer,2.2,80,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,8.64,9.504,23.760000000000005,1
Natural Gas,2.0,Image Classification,Supervised,1.2,SVM,1.3,20,Medium,10.0,1.0,Video,2.0,Structured,1.0,RTX_3090,1.2,2.0800000000000005,2.4960000000000004,4.992000000000001,0
Nuclear,1.0,Chatbot,Reinforcement,2.0,Transformer,2.2,30,Medium,10.0,1.0,Image,1.5,Structured,1.0,V100,1.0,7.92,7.92,7.92,0
Wind,0.3,Autonomous Driving,Self-Supervised,1.8,Random Forest,1.5,30,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,6.750000000000002,8.100000000000001,2.43,0
Coal,2.5,Chatbot,Unsupervised,1.5,Naive Bayes,1.1,50,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,V100,1.0,1.5840000000000003,1.5840000000000003,3.960000000000001,0
Solar,0.5,Fraud Detection,Unsupervised,1.5,Decision Tree,1.2,10,Medium,10.0,1.0,Image,1.5,Structured,1.0,TPU_v3,0.7,3.0857142857142863,2.16,1.08,0
Coal,2.5,Image Classification,Reinforcement,2.0,Transformer,2.2,20,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,8.64,9.504,23.760000000000005,1
Natural Gas,2.0,Autonomous Driving,Reinforcement,2.0,Random Forest,1.5,60,Small,1.0,0.8,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,12.272727272727272,13.5,27.0,1
Wind,0.3,Chatbot,Self-Supervised,1.8,Transformer,2.2,10,Medium,10.0,1.0,Video,2.0,Structured,1.0,A100,0.8,7.920000000000001,6.336000000000001,1.9008000000000005,0
Solar,0.5,Chatbot,Supervised,1.2,Random Forest,1.5,80,Medium,10.0,1.0,Video,2.0,Structured,1.0,TPU_v4,0.6,7.199999999999999,4.319999999999999,2.16,0
Solar,0.5,Speech Recognition,Unsupervised,1.5,CNN,1.8,10,Medium,10.0,1.0,Image,1.5,Structured,1.0,Tesla_T4,1.1,4.418181818181818,4.86,2.43,0
Solar,0.5,Speech Recognition,Supervised,1.2,CNN,1.8,90,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,5.832000000000001,6.998400000000001,3.4992000000000005,0
Wind,0.3,Speech Recognition,Supervised,1.2,RNN,1.6,60,Small,1.0,0.8,Categorical,1.0,Structured,1.0,RTX_3090,1.2,3.2,3.84,1.152,0
Nuclear,1.0,Speech Recognition,Self-Supervised,1.8,Decision Tree,1.2,30,Small,1.0,0.8,Image,1.5,Unstructured,1.5,A100,0.8,12.15,9.72,9.72,1
Solar,0.5,Speech Recognition,Self-Supervised,1.8,RNN,1.6,60,Medium,10.0,1.0,Image,1.5,Structured,1.0,Tesla_T4,1.1,4.712727272727273,5.184,2.592,0
Nuclear,1.0,Video Processing,Unsupervised,1.5,RNN,1.6,20,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,TPU_v4,0.6,12.960000000000004,7.776000000000002,7.776000000000002,0
Nuclear,1.0,Video Processing,Self-Supervised,1.8,Transformer,2.2,50,Small,1.0,0.8,Numeric,0.8,Unstructured,1.5,Tesla_T4,1.1,8.64,9.504,9.504,1
Hydro,0.7,Autonomous Driving,Unsupervised,1.5,Naive Bayes,1.1,90,Small,1.0,0.8,Image,1.5,Structured,1.0,TPU_v4,0.6,8.25,4.95,3.465,0
Nuclear,1.0,Fraud Detection,Self-Supervised,1.8,CNN,1.8,90,Large,100.0,1.2,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,7.06909090909091,7.776000000000002,7.776000000000002,0
Wind,0.3,Speech Recognition,Self-Supervised,1.8,Decision Tree,1.2,50,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,RTX_3090,1.2,3.456000000000001,4.147200000000001,1.2441600000000002,0
Nuclear,1.0,Autonomous Driving,Self-Supervised,1.8,Random Forest,1.5,80,Large,100.0,1.2,Video,2.0,Structured,1.0,RTX_3090,1.2,7.200000000000001,8.64,8.64,0
Nuclear,1.0,Speech Recognition,Reinforcement,2.0,Decision Tree,1.2,10,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,RTX_3090,1.2,7.200000000000001,8.64,8.64,0
Wind,0.3,Autonomous Driving,Unsupervised,1.5,Random Forest,1.5,100,Large,100.0,1.2,Image,1.5,Structured,1.0,TPU_v4,0.6,9.000000000000002,5.400000000000001,1.6200000000000003,0
Nuclear,1.0,Image Classification,Self-Supervised,1.8,Transformer,2.2,70,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,A100,0.8,9.504,7.603200000000001,7.603200000000001,0
Natural Gas,2.0,Speech Recognition,Supervised,1.2,Transformer,2.2,40,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,V100,1.0,8.553600000000001,8.553600000000001,17.107200000000002,1
Hydro,0.7,Video Processing,Unsupervised,1.5,Transformer,2.2,50,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,V100,1.0,14.256000000000004,14.256000000000004,9.979200000000002,1
Wind,0.3,Image Classification,Unsupervised,1.5,SVM,1.3,50,Small,1.0,0.8,Numeric,0.8,Structured,1.0,V100,1.0,3.120000000000001,3.120000000000001,0.9360000000000002,0
Natural Gas,2.0,Autonomous Driving,Self-Supervised,1.8,RNN,1.6,60,Small,1.0,0.8,Video,2.0,Unstructured,1.5,A100,0.8,21.6,17.28,34.56,1
Hydro,0.7,Autonomous Driving,Self-Supervised,1.8,Random Forest,1.5,80,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,TPU_v4,0.6,16.200000000000003,9.72,6.804,0
Coal,2.5,Chatbot,Reinforcement,2.0,Naive Bayes,1.1,10,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,Tesla_T4,1.1,1.9200000000000004,2.1120000000000005,5.280000000000001,0
Wind,0.3,Image Classification,Reinforcement,2.0,RNN,1.6,20,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v4,0.6,5.12,3.072,0.9216,0
